bin,count,P_active,P_passive
"(-0.001, 1.0]",5044,0.8455590800951626,0.15444091990483744
"(1.0, 2.0]",841,0.8929845422116528,0.1070154577883472
"(2.0, 4.0]",1125,0.896,0.104
"(4.0, 7.0]",1049,0.9323164918970448,0.06768350810295519
"(7.0, 11.0]",960,0.9447916666666667,0.05520833333333333
"(11.0, 19.0]",1036,0.9681467181467182,0.03185328185328185
"(19.0, 93.0]",1079,0.9796107506950881,0.020389249304911955
,6156,0.0,0.0
