bin,count,P_active,P_passive
"(-0.001, 1.0]",4991,0.9945902624724504,0.0054097375275495895
"(1.0, 2.0]",1335,0.9910112359550561,0.008988764044943821
"(2.0, 3.0]",822,0.9914841849148418,0.00851581508515815
"(3.0, 4.0]",412,1.0,0.0
"(4.0, 13.0]",482,0.9937759336099585,0.006224066390041493
,9248,0.0,0.0
