bin,count,P_active,P_passive
"(-0.001, 1.0]",12328,0.8074302401038287,0.1925697598961713
"(1.0, 3.0]",2269,0.8060819744380785,0.19391802556192156
"(3.0, 5.0]",1014,0.7504930966469427,0.2495069033530572
"(5.0, 45.0]",1679,0.6188207266229899,0.38117927337701013
