bin,count,P_active,P_passive
"(-0.001, 0.00538]",11094,0.8236884802595997,0.1763115197404002
"(0.00538, 0.0136]",1839,0.31212615551930395,0.687873844480696
"(0.0136, 0.0345]",917,0.9051254089422028,0.09487459105779716
"(0.0345, 0.0789]",1717,0.8823529411764706,0.11764705882352941
"(0.0789, 1.0]",1723,0.885664538595473,0.114335461404527
