value,count,P_active,P_passive
Fin,8267,0.8923430506834402,0.10765694931655982
Part,4650,0.4475268817204301,0.5524731182795699
Inf,3906,0.9365079365079365,0.06349206349206349
Ger,467,1.0,0.0
