bin,count,P_active,P_passive
"(-0.001, 1.0]",5985,0.9923141186299081,0.007685881370091897
"(1.0, 2.0]",559,0.998211091234347,0.0017889087656529517
"(2.0, 5.0]",698,0.997134670487106,0.0028653295128939827
"(5.0, 68.0]",800,1.0,0.0
,9248,0.0,0.0
